town,zip,sold_price,units,price_per_unit,sqft,price_per_sqft,gross_annual_income,grm,noi_reported,cap_rate_pct,sold_date,days_on_market,year_built,annual_taxes,sale_to_list_pct,unit_mix
Worcester,1604,700000.0,3.0,233333.33,3258,214.86,63600.0,11.01,62034.0,8.86,2025-10-28,19,1915,6868.0,100.01,3x 3BR
Belmont,2478,1429000.0,3.0,476333.33,3393,421.16,49200.0,29.04,49200.0,3.44,2025-10-28,21,1912,10764.0,110.01,"1x 2BR, 2x 3BR"
Everett,2149,1000000.0,2.0,500000.0,2625,380.95,26400.0,37.88,26400.0,2.64,2025-10-28,10,1925,10081.0,100.5,"1x 2BR, 1x 4BR"
Lowell,1854,620000.0,2.0,310000.0,3452,179.61,,,,,2025-10-28,5,1900,7428.0,107.83,2x 2BR
Clinton,1510,706000.0,3.0,235333.33,3016,234.08,,,,,2025-10-28,24,1915,5899.0,95.42,"1x 1BR, 1x 2BR, 1x 4BR"
Fall River,2724,583000.0,2.0,291500.0,2688,216.89,,,,,2025-10-28,27,1925,4856.0,102.82,2x 3BR
Springfield,1108,446000.0,2.0,223000.0,3418,130.49,,,,,2025-10-28,33,1913,5198.0,104.94,2x 3BR
Beverly,1915,746000.0,2.0,373000.0,2874,259.57,53400.0,13.97,53400.0,7.16,2025-10-28,32,1830,7874.0,99.6,"1x 2BR, 1x 3BR"
Boston,2130,2000000.0,3.0,666666.67,4267,468.71,161820.0,12.36,128531.0,6.43,2025-10-28,52,1905,19334.12,93.02,"2x 3BR, 1x 6BR"
Southbridge,1550,595000.0,3.0,198333.33,3709,160.42,28200.0,21.1,20585.0,3.46,2025-10-28,64,1900,5355.0,99.18,3x 4BR
Holyoke,1040,375000.0,2.0,187500.0,2550,147.06,10200.0,36.76,10200.0,2.72,2025-10-28,36,1910,4732.0,98.68,"1x 2BR, 1x 3BR"
Waltham,2451,1075000.0,2.0,537500.0,2660,404.14,55800.0,19.27,55800.0,5.19,2025-10-28,17,1910,9175.0,97.74,2x 2BR
Fitchburg,1420,670000.0,2.0,335000.0,3251,206.09,60000.0,11.17,60000.0,8.96,2025-10-28,29,1966,6671.0,103.89,"1x 2BR, 1x 5BR"
Middleboro,2346,505000.0,2.0,252500.0,2268,222.66,,,,,2025-10-28,15,1900,6650.0,91.99,"1x 1BR, 1x 3BR"
Ware,1082,339000.0,2.0,169500.0,2707,125.23,,,,,2025-10-28,30,1900,3346.0,100.0,2x 3BR
Springfield,1109,282800.0,2.0,141400.0,1716,164.8,9600.0,29.46,9600.0,3.39,2025-10-29,24,1923,3435.0,97.52,2x 2BR
Attleboro,2703,675000.0,3.0,225000.0,2592,260.42,46200.0,14.61,46200.0,6.84,2025-10-29,20,1900,5606.0,100.0,"1x 1BR, 1x 2BR, 1x 3BR"
Holyoke,1040,700000.0,8.0,87500.0,9400,74.47,12000.0,58.33,12000.0,1.71,2025-10-29,144,1900,9045.0,92.23,"1x 2BR, 1x 3BR"
Hopedale,1747,680000.0,2.0,340000.0,2047,332.19,,,,,2025-10-29,19,1956,7433.0,113.35,"1x 2BR, 1x 3BR"
Chicopee,1020,437000.0,2.0,218500.0,3006,145.38,20400.0,21.42,20400.0,4.67,2025-10-29,39,1920,5227.0,100.46,2x 4BR
Fall River,2721,620000.0,3.0,206666.67,2972,208.61,,,,,2025-10-29,10,1900,5629.96,101.66,"1x 2BR, 2x 3BR"
Revere,2151,990000.0,2.0,495000.0,3039,325.77,,,,,2025-10-29,44,1977,8411.0,99.01,"1x 2BR, 1x 3BR"
Salisbury,1952,970000.0,2.0,485000.0,1850,524.32,,,,,2025-10-29,18,1930,6667.0,98.08,"1x 2BR, 1x 3BR"
Mansfield,2048,640000.0,2.0,320000.0,2329,274.8,,,,,2025-10-29,54,1900,6274.0,98.48,"1x 3BR, 1x 4BR"
Holyoke,1040,423000.0,2.0,211500.0,2800,151.07,14400.0,29.38,14400.0,3.4,2025-10-29,7,1920,6183.0,94.02,2x 2BR
Arlington,2476,1450000.0,2.0,725000.0,3030,478.55,,,,,2025-10-29,21,1930,13210.0,103.58,"1x 3BR, 1x 6BR"
Chicopee,1020,280000.0,3.0,93333.33,3748,74.71,,,,,2025-10-29,43,1930,6038.0,100.04,3x 2BR
North Attleboro,2760,699900.0,2.0,349950.0,2544,275.12,,,,,2025-10-29,36,1875,5751.0,100.0,"1x 1BR, 1x 3BR"
Woburn,1801,575000.0,3.0,191666.67,1480,388.51,,,,,2025-10-29,14,1890,4901.0,109.52,"1x 0BR, 2x 2BR"
Revere,2151,870000.0,2.0,435000.0,2256,385.64,,,,,2025-10-29,64,1920,6296.0,98.87,2x 2BR
Chicopee,1020,495000.0,3.0,165000.0,2768,178.83,30000.0,16.5,10051.0,2.03,2025-10-29,34,1910,4433.0,99.02,3x 2BR
Brockton,2301,650000.0,3.0,216666.67,5172,125.68,,,,,2025-10-29,19,1864,5966.59,105.69,"1x 0BR, 1x 2BR, 1x 3BR"
Springfield,1108,650000.0,6.0,108333.33,6400,101.56,91500.0,7.1,91500.0,14.08,2025-10-29,119,1911,7513.0,95.73,"3x 1BR, 2x 2BR"
Fall River,2720,695000.0,3.0,231666.67,3660,189.89,,,,,2025-10-29,56,1900,6380.0,99.43,3x 3BR
Cambridge,2139,1650000.0,2.0,825000.0,2030,812.81,80400.0,20.52,80400.0,4.87,2025-10-29,37,1886,9973.53,97.12,2x 2BR
Springfield,1108,469000.0,2.0,234500.0,4386,106.93,54000.0,8.69,54000.0,11.51,2025-10-29,86,1911,3533.0,100.0,"1x 3BR, 1x 7BR"
Lowell,1852,815000.0,3.0,271666.67,3426,237.89,58680.0,13.89,42750.0,5.25,2025-10-30,33,1880,7508.0,97.04,"1x 1BR, 1x 3BR, 1x 4BR"
New Bedford,2745,505000.0,2.0,252500.0,2508,201.36,,,,,2025-10-30,12,1928,5597.0,101.02,2x 3BR
Springfield,1109,250000.0,2.0,125000.0,2879,86.84,,,,,2025-10-30,10,1909,3247.0,100.0,"1x 2BR, 1x 4BR"
Norwood,2062,875000.0,2.0,437500.0,2295,381.26,,,,,2025-10-30,22,1900,7179.0,109.39,2x 3BR
Lawrence,1841,680000.0,2.0,340000.0,3094,219.78,,,,,2025-10-30,24,1920,6375.0,103.19,"1x 1BR, 1x 4BR"
Taunton,2780,520000.0,2.0,260000.0,2428,214.17,26400.0,19.7,26400.0,5.08,2025-10-30,16,1800,5298.0,100.02,"1x 2BR, 1x 3BR"
Palmer,1080,414000.0,2.0,207000.0,2100,197.14,34320.0,12.06,34320.0,8.29,2025-10-30,98,2009,6408.0,100.0,2x 3BR
Lawrence,1843,875000.0,2.0,437500.0,3259,268.49,,,,,2025-10-30,21,1920,5570.0,112.19,2x 3BR
Chicopee,1020,495000.0,4.0,123750.0,4760,103.99,46800.0,10.58,46800.0,9.45,2025-10-30,42,1900,4860.0,92.52,4x 2BR
Springfield,1129,372000.0,2.0,186000.0,1764,210.88,,,,,2025-10-30,24,1984,5110.11,106.29,2x 2BR
Somerville,2144,1025000.0,2.0,512500.0,1903,538.62,,,,,2025-10-30,6,1910,10159.0,103.55,"1x 1BR, 1x 3BR"
Webster,1570,550000.0,3.0,183333.33,3045,180.62,31200.0,17.63,31200.0,5.67,2025-10-30,19,1900,5131.0,100.02,"1x 1BR, 1x 2BR, 1x 3BR"
Quincy,2169,1050000.0,2.0,525000.0,2902,361.82,119988.0,8.75,119988.0,11.43,2025-10-30,14,1920,9899.0,95.45,"1x 2BR, 1x 3BR"
Worcester,1603,620000.0,3.0,206666.67,3451,179.66,41400.0,14.98,41400.0,6.68,2025-10-30,9,1900,6480.0,99.2,"1x 2BR, 2x 3BR"
Attleboro,2703,625000.0,2.0,312500.0,2238,279.27,24000.0,26.04,24000.0,3.84,2025-10-30,46,1900,7615.0,94.71,"1x 2BR, 1x 3BR"
Brockton,2301,752000.0,2.0,376000.0,2692,279.35,,,,,2025-10-30,21,1925,8297.0,100.27,"1x 2BR, 1x 3BR"
Leominster,1453,545000.0,2.0,272500.0,2093,260.39,36000.0,15.14,36000.0,6.61,2025-10-30,32,1915,5877.0,99.27,"1x 2BR, 1x 3BR"
Peabody,1960,673000.0,2.0,336500.0,1980,339.9,18000.0,37.39,18000.0,2.67,2025-10-30,15,1870,5775.0,97.68,"1x 1BR, 1x 3BR"
Chelsea,2150,1070000.0,3.0,356666.67,3580,298.88,110400.0,9.69,110400.0,10.32,2025-10-30,78,1920,8502.0,93.12,"1x 3BR, 2x 4BR"
Malden,2148,930000.0,2.0,465000.0,2273,409.15,26400.0,35.23,26400.0,2.84,2025-10-30,7,1880,8613.0,103.34,2x 2BR
New Bedford,2745,477375.0,2.0,238687.5,1943,245.69,,,,,2025-10-30,18,1920,4240.0,97.44,2x 2BR
Acton,1720,2010000.0,6.0,335000.0,5880,341.84,165000.0,12.18,106427.0,5.29,2025-10-30,97,1963,31915.0,91.36,5x 2BR
Worcester,1604,715000.0,3.0,238333.33,3816,187.37,,,,,2025-10-30,21,1918,8436.0,102.16,3x 3BR
Somerville,2145,1220000.0,2.0,610000.0,3521,346.49,,,,,2025-10-30,23,1900,11937.0,101.75,"1x 2BR, 1x 4BR"
New Bedford,2740,505000.0,2.0,252500.0,2190,230.59,,,,,2025-10-30,92,1887,4922.0,101.02,"1x 2BR, 1x 3BR"
Springfield,1109,345000.0,2.0,172500.0,2156,160.02,18000.0,19.17,18000.0,5.22,2025-10-30,14,1896,2158.0,95.83,2x 3BR
Malden,2148,1200000.0,3.0,400000.0,2956,405.95,41400.0,28.99,41400.0,3.45,2025-10-31,19,1927,10776.0,100.42,"2x 1BR, 1x 4BR"
Worcester,1602,788000.0,3.0,262666.67,3432,229.6,38700.0,20.36,38700.0,4.91,2025-10-31,22,1914,7265.0,100.06,3x 2BR
Pittsfield,1201,235000.0,2.0,117500.0,1872,125.53,,,,,2025-10-31,23,1880,2643.0,97.92,"1x 1BR, 1x 2BR"
Marlborough,1752,600000.0,2.0,300000.0,2237,268.22,19200.0,31.25,19200.0,3.2,2025-10-31,53,1880,5356.0,92.32,2x 2BR
Boston,2124,650000.0,2.0,325000.0,2897,224.37,88800.0,7.32,88800.0,13.66,2025-10-31,12,1890,8103.0,68.42,2x 4BR
Worcester,1604,620000.0,3.0,206666.67,3257,190.36,51600.0,12.02,51600.0,8.32,2025-10-31,26,1904,6323.0,95.4,3x 2BR
Pittsfield,1201,321000.0,2.0,160500.0,2736,117.32,18000.0,17.83,18000.0,5.61,2025-10-31,6,1900,4198.0,107.04,2x 3BR
Quincy,2169,1100000.0,2.0,550000.0,2184,503.66,,,,,2025-10-31,9,1900,9792.0,110.55,"1x 3BR, 1x 4BR"
Worcester,1610,720000.0,3.0,240000.0,3530,203.97,76200.0,9.45,63372.0,8.8,2025-10-31,23,1912,7787.0,99.31,3x 3BR
Lynn,1905,1100000.0,3.0,366666.67,3064,359.01,,,,,2025-10-31,28,1910,8769.0,100.01,3x 2BR
Lawrence,1841,800000.0,2.0,400000.0,2518,317.71,,,,,2025-10-31,8,1910,5295.0,106.68,2x 3BR
Winchendon,1475,385000.0,2.0,192500.0,2560,150.39,15000.0,25.67,15000.0,3.9,2025-10-31,21,1900,2497.0,100.0,2x 2BR
Haverhill,1832,660000.0,2.0,330000.0,2554,258.42,,,,,2025-10-31,19,1900,4235.0,113.99,"1x 2BR, 1x 5BR"
Fall River,2721,520000.0,2.0,260000.0,3002,173.22,,,,,2025-10-31,64,1921,4960.0,104.02,2x 2BR
Quincy,2169,1000000.0,2.0,500000.0,2767,361.4,,,,,2025-10-31,12,1910,9736.0,111.12,2x 3BR
New Bedford,2745,665000.0,3.0,221666.67,3996,166.42,,,,,2025-10-31,41,1910,7118.51,98.53,3x 4BR
Boston,2116,7500000.0,4.0,1875000.0,7339,1021.94,321600.0,23.32,171220.0,2.28,2025-10-31,171,1900,90101.51,93.81,"1x 0BR, 2x 1BR, 1x 2BR, 1x 3BR"
New Bedford,2746,825000.0,4.0,206250.0,4179,197.42,75000.0,11.0,,,2025-10-31,22,1904,6962.0,103.25,"3x 3BR, 1x 4BR"
Milton,2186,990000.0,2.0,495000.0,2700,366.67,,,,,2025-10-31,50,1920,8875.0,100.0,2x 2BR
Southbridge,1550,437500.0,2.0,218750.0,2240,195.31,18000.0,24.31,,,2025-10-31,83,1920,4690.0,97.24,2x 2BR
Boston,2130,1490000.0,2.0,745000.0,2168,687.27,60600.0,24.59,60600.0,4.07,2025-10-31,43,1985,15706.0,93.42,"1x 1BR, 1x 3BR"
Watertown,2472,1345000.0,2.0,672500.0,3492,385.17,,,,,2025-10-31,66,1927,13517.0,98.97,"1x 2BR, 1x 4BR"
New Bedford,2740,480000.0,2.0,240000.0,1702,282.02,,,,,2025-10-31,12,1878,5047.0,106.9,2x 2BR
Leominster,1453,600000.0,2.0,300000.0,2456,244.3,,,,,2025-10-31,8,1945,5070.0,108.13,2x 3BR
Easthampton,1027,585000.0,2.0,292500.0,3060,191.18,40800.0,14.34,40800.0,6.97,2025-10-31,15,1900,6629.0,111.45,"1x 2BR, 1x 3BR"
New Bedford,2745,735000.0,3.0,245000.0,3738,196.63,,,,,2025-10-31,25,1923,6395.0,101.52,"1x 2BR, 2x 3BR"
Boston,2124,1385000.0,3.0,461666.67,3582,386.66,44400.0,31.19,44400.0,3.21,2025-10-31,27,1905,11038.0,106.54,"1x 3BR, 2x 4BR"
Milton,2186,950000.0,2.0,475000.0,2630,361.22,48000.0,19.79,48000.0,5.05,2025-10-31,41,1870,9186.95,95.1,"1x 2BR, 1x 3BR"
Lowell,1854,700000.0,2.0,350000.0,2831,247.26,23400.0,29.91,23400.0,3.34,2025-10-31,77,1930,3524.22,95.24,2x 2BR
Boston,2136,1120000.0,3.0,373333.33,3651,306.77,51600.0,21.71,51600.0,4.61,2025-10-31,12,1895,9961.0,101.83,"2x 2BR, 1x 4BR"
North Attleboro,2760,624000.0,3.0,208000.0,2238,278.82,45084.0,13.84,45084.0,7.22,2025-10-31,92,1930,5302.0,97.5,"2x 1BR, 1x 2BR"
Barnstable,2648,1737500.0,2.0,868750.0,4377,396.96,24.0,72395.83,24.0,0.0,2025-10-31,57,2004,9063.0,93.41,"1x 1BR, 1x 3BR"
New Bedford,2740,550000.0,2.0,275000.0,2776,198.13,,,,,2025-10-31,86,1886,5255.76,100.94,"1x 3BR, 1x 4BR"
Waltham,2451,1150000.0,3.0,383333.33,3906,294.42,14400.0,79.86,14400.0,1.25,2025-10-31,51,1948,10821.0,93.88,"1x 1BR, 2x 2BR"
Quincy,2170,1150000.0,6.0,191666.67,4272,269.19,101950.0,11.28,54161.0,4.71,2025-10-31,26,1900,14848.0,82.44,"4x 1BR, 1x 2BR"
Framingham,1702,900000.0,3.0,300000.0,2509,358.71,66000.0,13.64,66000.0,7.33,2025-10-31,3,1867,9113.0,102.28,"1x 1BR, 2x 2BR"
Brookline,2445,1800000.0,2.0,900000.0,2252,799.29,,,,,2025-10-31,19,1920,16709.0,112.5,"1x 2BR, 1x 3BR"
Springfield,1104,355000.0,3.0,118333.33,3366,105.47,42600.0,8.33,42600.0,12.0,2025-10-31,58,1909,4657.0,88.77,3x 3BR
Wakefield,1880,955000.0,2.0,477500.0,2625,363.81,21000.0,45.48,21000.0,2.2,2025-10-31,22,1920,8526.0,106.12,"1x 1BR, 2x 3BR"
Springfield,1107,475000.0,2.0,237500.0,3111,152.68,,,,,2025-10-31,11,1912,3410.0,100.0,"1x 3BR, 1x 5BR"
Springfield,1107,385000.0,3.0,128333.33,3130,123.0,38160.0,10.09,38160.0,9.91,2025-10-31,51,1900,3827.0,97.47,"1x 2BR, 1x 3BR, 1x 4BR"
Lawrence,1841,900000.0,3.0,300000.0,4356,206.61,,,,,2025-10-31,34,1900,6537.52,103.46,3x 3BR
Everett,2149,735000.0,2.0,367500.0,2100,350.0,16800.0,43.75,16800.0,2.29,2025-10-31,24,1974,7008.0,98.0,"1x 1BR, 1x 4BR"
Revere,2151,855000.0,2.0,427500.0,2254,379.33,,,,,2025-10-31,38,1940,7054.0,98.39,"1x 1BR, 1x 3BR"
Arlington,2474,1300000.0,2.0,650000.0,2240,580.36,,,,,2025-10-31,18,1915,11452.0,118.72,2x 2BR
Haverhill,1832,1250000.0,5.0,250000.0,5380,232.34,129000.0,9.69,115800.0,9.26,2025-10-31,92,1920,10206.0,100.0,"2x 2BR, 3x 3BR"
Fitchburg,1420,490000.0,2.0,245000.0,2815,174.07,,,,,2025-10-31,31,1900,5161.0,98.02,"1x 2BR, 1x 4BR"
Fall River,2724,820000.0,5.0,164000.0,7161,114.51,52800.0,15.53,44851.0,5.47,2025-10-31,45,1900,8661.92,99.39,"1x 0BR, 1x 2BR, 3x 3BR"
New Bedford,2740,450000.0,2.0,225000.0,1762,255.39,,,,,2025-10-31,44,1893,3428.0,97.85,"1x 1BR, 1x 2BR"
Attleboro,2703,390000.0,2.0,195000.0,1681,232.0,36000.0,10.83,36000.0,9.23,2025-10-31,29,1940,4744.0,102.66,2x 1BR
Ludlow,1056,440000.0,2.0,220000.0,2708,162.48,,,,,2025-10-31,23,1910,5228.0,111.53,2x 3BR
Lynn,1905,665000.0,2.0,332500.0,2190,303.65,24000.0,27.71,18300.0,2.75,2025-10-31,8,1880,6820.0,111.02,"1x 1BR, 1x 4BR"
Boston,2127,1800000.0,2.0,900000.0,4000,450.0,123600.0,14.56,123600.0,6.87,2025-10-31,47,1980,20638.0,94.74,"1x 2BR, 1x 5BR"
Lancaster,1523,416000.0,4.0,104000.0,2992,139.04,9000.0,46.22,9000.0,2.16,2025-10-31,6,1920,6758.0,97.88,"2x 1BR, 2x 2BR"
Weymouth,2189,950000.0,3.0,316666.67,2700,351.85,71400.0,13.31,52307.0,5.51,2025-10-31,60,2017,10383.0,95.1,3x 2BR
West Springfield,1089,443000.0,2.0,221500.0,3180,139.31,24000.0,18.46,24000.0,5.42,2025-10-31,29,1880,4277.0,98.47,"1x 3BR, 1x 5BR"
Brockton,2301,650000.0,2.0,325000.0,2298,282.85,,,,,2025-10-31,7,1900,7574.0,103.17,"1x 2BR, 1x 3BR"
Norwood,2062,900000.0,2.0,450000.0,2826,318.47,21600.0,41.67,21600.0,2.4,2025-10-31,62,1928,7858.0,97.3,2x 3BR
Boston,2128,765000.0,2.0,382500.0,2184,350.27,,,,,2025-11-01,1,1912,7877.0,100.0,2x 2BR
Peabody,1960,815000.0,2.0,407500.0,1428,570.73,,,,,2025-11-03,17,1940,5370.0,108.81,2x 2BR
Boston,2128,800000.0,2.0,400000.0,2591,308.76,34800.0,22.99,34800.0,4.35,2025-11-03,27,1880,10413.0,88.9,"1x 2BR, 1x 3BR"
Greenfield,1301,550000.0,3.0,183333.33,3984,138.05,57670.0,9.54,40145.0,7.3,2025-11-03,146,2003,7849.0,98.39,"1x 1BR, 2x 2BR"
Lynn,1902,675000.0,2.0,337500.0,2601,259.52,14400.0,46.88,14400.0,2.13,2025-11-03,23,1900,7451.0,103.86,"1x 2BR, 1x 3BR"
Fall River,2720,510000.0,3.0,170000.0,2450,208.16,51600.0,9.88,51600.0,10.12,2025-11-03,18,1860,4619.17,91.23,2x 2BR
Springfield,1108,263000.0,2.0,131500.0,3780,69.58,,,,,2025-11-03,22,1915,3782.0,131.57,"1x 3BR, 1x 7BR"
Worcester,1606,656000.0,3.0,218666.67,3323,197.41,41400.0,15.85,32199.0,4.91,2025-11-03,28,1902,7261.0,97.19,3x 3BR
Leominster,1453,617000.0,2.0,308500.0,2709,227.76,,,,,2025-11-03,63,1925,5034.0,105.47,"1x 1BR, 1x 4BR"
Fitchburg,1420,502000.0,2.0,251000.0,3421,146.74,26400.0,19.02,,,2025-11-03,30,1890,5666.0,99.41,2x 4BR
Boston,2121,900000.0,2.0,450000.0,1790,502.79,36000.0,25.0,36000.0,4.0,2025-11-03,0,1910,6914.0,101.12,"1x 2BR, 1x 3BR"
Fitchburg,1420,620000.0,2.0,310000.0,2064,300.39,30000.0,20.67,30000.0,4.84,2025-11-03,24,1890,4100.0,105.1,2x 3BR
Salem,1970,875000.0,2.0,437500.0,2808,311.61,22800.0,38.38,22800.0,2.61,2025-11-03,20,1850,6821.0,105.43,"1x 2BR, 1x 5BR"
Milton,2186,985000.0,2.0,492500.0,3312,297.4,66000.0,14.92,66000.0,6.7,2025-11-03,15,1910,9025.0,103.7,"1x 2BR, 1x 3BR"
Easthampton,1027,439000.0,2.0,219500.0,2218,197.93,19200.0,22.86,18040.0,4.11,2025-11-03,27,1910,4709.0,100.0,2x 2BR
Brockton,2301,610000.0,2.0,305000.0,2080,293.27,,,,,2025-11-03,68,1880,6859.0,100.02,2x 2BR
Merrimac,1860,710000.0,2.0,355000.0,2859,248.34,,,,,2025-11-03,21,1873,7836.0,103.05,2x 3BR
New Bedford,2740,280000.0,2.0,140000.0,2030,137.93,,,,,2025-11-03,38,1890,4817.0,70.18,2x 2BR
Boston,2126,620000.0,2.0,310000.0,1387,447.01,50400.0,12.3,50400.0,8.13,2025-11-03,20,1930,6110.0,103.51,"1x 1BR, 1x 2BR"
New Bedford,2740,452700.0,2.0,226350.0,1760,257.22,8400.0,53.89,8400.0,1.86,2025-11-03,60,1886,4047.0,101.12,2x 2BR
Weymouth,2189,525000.0,2.0,262500.0,2104,249.52,,,,,2025-11-03,25,1893,7175.0,91.3,2x 2BR
Uxbridge,1569,600000.0,2.0,300000.0,2807,213.75,,,,,2025-11-03,10,1910,5934.0,100.02,"1x 2BR, 1x 3BR"
Lowell,1850,580000.0,2.0,290000.0,3121,185.84,28800.0,20.14,28800.0,4.97,2025-11-03,20,1920,5571.0,116.02,2x 3BR
Franklin,2038,600000.0,2.0,300000.0,2081,288.32,41880.0,14.33,41880.0,6.98,2025-11-03,13,1880,6632.0,100.02,2x 2BR
Hingham,2043,780000.0,2.0,390000.0,1954,399.18,,,,,2025-11-03,30,1950,6617.0,101.31,"1x 2BR, 1x 3BR"
Revere,2151,945000.0,2.0,472500.0,3177,297.45,,,,,2025-11-03,8,1900,8039.0,102.73,"1x 2BR, 1x 3BR"
New Bedford,2740,650000.0,2.0,325000.0,2688,241.82,15600.0,41.67,15600.0,2.4,2025-11-03,10,1913,5726.0,110.19,2x 3BR
Woburn,1801,775000.0,2.0,387500.0,2610,296.93,49200.0,15.75,49200.0,6.35,2025-11-04,33,1880,5722.0,96.89,"1x 2BR, 1x 3BR"
Brockton,2301,935000.0,3.0,311666.67,3316,281.97,71400.0,13.1,47339.0,5.06,2025-11-04,18,1925,8609.0,98.42,"1x 2BR, 2x 3BR"
Haverhill,1830,1135000.0,3.0,378333.33,4256,266.68,81600.0,13.91,81600.0,7.19,2025-11-04,74,1900,5706.0,94.58,"1x 0BR, 1x 2BR, 2x 3BR"
Boston,2124,1025000.0,3.0,341666.67,3834,267.34,49200.0,20.83,49200.0,4.8,2025-11-04,19,1905,9501.0,102.51,3x 3BR
Lynn,1902,775000.0,2.0,387500.0,3154,245.72,,,,,2025-11-04,28,1900,8049.0,101.31,"1x 3BR, 1x 4BR"
Lynn,1904,1040000.0,3.0,346666.67,2947,352.9,,,,,2025-11-04,15,1890,8232.0,107.33,"2x 2BR, 1x 3BR"
Springfield,1105,110000.0,7.0,15714.29,6931,15.87,,,,,2025-11-04,15,1830,1238.72,73.33,2x 0BR
New Bedford,2740,560000.0,2.0,280000.0,1818,308.03,,,,,2025-11-04,47,1885,4401.0,102.75,"1x 2BR, 1x 3BR"
Worcester,1609,620000.0,3.0,206666.67,3722,166.58,,,,,2025-11-04,20,1890,5676.0,95.4,"2x 2BR, 1x 3BR"
Worcester,1603,570000.0,2.0,285000.0,1776,320.95,,,,,2025-11-04,30,1890,4825.0,100.89,"1x 2BR, 1x 3BR"
Franklin,2038,775000.0,2.0,387500.0,3639,212.97,,,,,2025-11-04,29,1900,10172.0,91.18,"1x 1BR, 1x 4BR"
Lynn,1902,860000.0,2.0,430000.0,2884,298.2,,,,,2025-11-04,26,1900,8621.0,95.66,"1x 3BR, 1x 4BR"
Fitchburg,1420,360000.0,3.0,120000.0,1950,184.62,43200.0,8.33,38980.0,10.83,2025-11-04,72,1920,4981.0,92.31,3x 2BR
Lowell,1850,530000.0,2.0,265000.0,1924,275.47,14400.0,36.81,14400.0,2.72,2025-11-04,149,1910,5031.0,92.17,"1x 1BR, 1x 2BR"
Worcester,1610,850000.0,3.0,283333.33,4212,201.8,91800.0,9.26,91800.0,10.8,2025-11-04,23,1920,7415.0,106.26,3x 4BR
Worcester,1603,940000.0,3.0,313333.33,4642,202.5,126000.0,7.46,126000.0,13.4,2025-11-04,43,1920,0.0,94.01,3x 3BR
Plymouth,2360,1062500.0,4.0,265625.0,4590,231.48,94800.0,11.21,94800.0,8.92,2025-11-04,25,1900,14903.0,88.54,4x 3BR
Newton,2458,1375000.0,2.0,687500.0,2272,605.19,26400.0,52.08,26400.0,1.92,2025-11-05,13,1900,9590.0,100.0,2x 3BR
Chicopee,1013,450000.0,3.0,150000.0,3444,130.66,40800.0,11.03,40800.0,9.07,2025-11-05,26,1900,4859.0,102.3,3x 2BR
Somerville,2145,975000.0,2.0,487500.0,1971,494.67,,,,,2025-11-05,31,1900,8335.0,97.5,"1x 1BR, 1x 3BR"
Everett,2149,765000.0,2.0,382500.0,2316,330.31,24000.0,31.88,24000.0,3.14,2025-11-05,21,1910,8340.0,96.23,"1x 2BR, 1x 3BR"
Salem,1970,891000.0,2.0,445500.0,3087,288.63,60000.0,14.85,60000.0,6.73,2025-11-05,16,1869,7272.0,99.11,"1x 2BR, 1x 5BR"
Swampscott,1907,689000.0,2.0,344500.0,1932,356.63,52800.0,13.05,52800.0,7.66,2025-11-05,42,1900,6394.0,100.0,2x 2BR
Boston,2125,1356000.0,3.0,452000.0,5239,258.83,126168.0,10.75,126168.0,9.3,2025-11-05,21,1905,15628.4,96.93,"1x 3BR, 2x 4BR"
Everett,2149,860000.0,2.0,430000.0,2475,347.47,,,,,2025-11-05,8,1850,8679.0,101.18,"1x 3BR, 1x 5BR"
Boston,2126,1290000.0,3.0,430000.0,3105,415.46,76800.0,16.8,76800.0,5.95,2025-11-05,38,2015,12493.0,95.91,3x 3BR
Somerville,2144,1200000.0,2.0,600000.0,3274,366.52,76800.0,15.62,76800.0,6.4,2025-11-05,48,1910,14598.0,92.66,"1x 2BR, 1x 4BR"
Watertown,2472,1225000.0,2.0,612500.0,2814,435.32,72000.0,17.01,72000.0,5.88,2025-11-05,15,1931,12307.0,102.51,2x 3BR
Lynn,1905,809000.0,2.0,404500.0,2981,271.39,,,,,2025-11-05,19,1890,7868.0,101.14,"1x 2BR, 1x 5BR"
Malden,2148,900000.0,2.0,450000.0,4852,185.49,,,,,2025-11-06,15,1900,8279.0,113.21,"1x 2BR, 1x 4BR"
Haverhill,1832,625000.0,2.0,312500.0,2507,249.3,,,,,2025-11-06,51,1900,4609.0,100.0,"1x 2BR, 1x 5BR"
Worcester,1603,525000.0,2.0,262500.0,2307,227.57,50400.0,10.42,50400.0,9.6,2025-11-06,38,1901,5043.0,100.0,"1x 1BR, 1x 4BR"
North Attleboro,2760,1025000.0,4.0,256250.0,3364,304.7,75600.0,13.56,75600.0,7.38,2025-11-06,14,1970,7720.0,103.55,4x 2BR
Boston,2127,1110000.0,3.0,370000.0,2856,388.66,,,,,2025-11-06,52,1890,13212.0,80.73,"1x 2BR, 2x 3BR"
Somerville,2144,975000.0,2.0,487500.0,2670,365.17,,,,,2025-11-06,7,1910,7085.64,100.0,"1x 1BR, 1x 4BR"
Webster,1570,408000.0,2.0,204000.0,2350,173.62,40200.0,10.15,40200.0,9.85,2025-11-06,40,1880,3052.0,102.03,"1x 2BR, 1x 5BR"
Monson,1057,430000.0,2.0,215000.0,3408,126.17,9600.0,44.79,9600.0,2.23,2025-11-06,25,1895,4531.0,110.28,"1x 3BR, 1x 4BR"
